Provider,Device,Sub-device,Standardized Model,Specification,Storage (GB),Storage Type,Connectivity,Material,Max. Trade-In Value (RM),Model_Year,Chipset,Screen Size,Case Size,Charging Method,RAM Configurations (GB),RAM Min (GB),Mac Storage Category,Mac Generation
CompAsia,iPhone,Pro Max,iPhone 15 Pro Max (eSIM),,1 TB,,,,2340,2023,A17 Pro,,,,,,,
CompAsia,iPhone,Pro Max,iPhone 15 Pro Max (eSIM),,256 GB,,,,1830,2023,A17 Pro,,,,,,,
CompAsia,iPhone,Pro Max,iPhone 15 Pro Max (eSIM),,512 GB,,,,2090,2023,A17 Pro,,,,,,,
CompAsia,iPhone,Standard,iPhone 16,,128 GB,,,,1800,2024,A18,,,,,,,
CompAsia,iPhone,Standard,iPhone 16,,256 GB,,,,2075,2024,A18,,,,,,,
CompAsia,iPhone,Standard,iPhone 16,,512 GB,,,,2430,2024,A18,,,,,,,
CompAsia,iPhone,Standard,iPhone 16e,,128 GB,,,,1125,2025,A18,,,,,,,
CompAsia,iPhone,Standard,iPhone 16e,,256 GB,,,,1275,2025,A18,,,,,,,
CompAsia,iPhone,Standard,iPhone 16e,,512 GB,,,,1675,2025,A18,,,,,,,
CompAsia,iPhone,Standard,iPhone 16e (eSIM),,128 GB,,,,1065,2025,A18,,,,,,,
CompAsia,iPhone,Standard,iPhone 16e (eSIM),,256 GB,,,,1225,2025,A18,,,,,,,
CompAsia,iPhone,Standard,iPhone 16e (eSIM),,512 GB,,,,1590,2025,A18,,,,,,,
CompAsia,iPhone,Standard,iPhone 16 (eSIM),,128 GB,,,,1570,2024,A18,,,,,,,
CompAsia,iPhone,Standard,iPhone 16 (eSIM),,256 GB,,,,1785,2024,A18,,,,,,,
CompAsia,iPhone,Standard,iPhone 16 (eSIM),,512 GB,,,,2065,2024,A18,,,,,,,
CompAsia,iPhone,Plus,iPhone 16 Plus,,128 GB,,,,2120,2024,A18,,,,,,,
CompAsia,iPhone,Plus,iPhone 16 Plus,,256 GB,,,,2335,2024,A18,,,,,,,
CompAsia,iPhone,Plus,iPhone 16 Plus,,512 GB,,,,2690,2024,A18,,,,,,,
CompAsia,iPhone,Plus,iPhone 16 Plus (eSIM),,128 GB,,,,1800,2024,A18,,,,,,,
CompAsia,iPhone,Plus,iPhone 16 Plus (eSIM),,256 GB,,,,1985,2024,A18,,,,,,,
CompAsia,iPhone,Plus,iPhone 16 Plus (eSIM),,512 GB,,,,2285,2024,A18,,,,,,,
CompAsia,iPhone,Pro,iPhone 16 Pro,,128 GB,,,,2300,2024,A18 Pro,,,,,,,
CompAsia,iPhone,Pro,iPhone 16 Pro,,1 TB,,,,3400,2024,A18 Pro,,,,,,,
CompAsia,iPhone,Pro,iPhone 16 Pro,,256 GB,,,,2525,2024,A18 Pro,,,,,,,
CompAsia,iPhone,Pro,iPhone 16 Pro,,512 GB,,,,2925,2024,A18 Pro,,,,,,,
CompAsia,iPhone,Pro,iPhone 16 Pro (eSIM),,128 GB,,,,2110,2024,A18 Pro,,,,,,,
CompAsia,iPhone,Pro,iPhone 16 Pro (eSIM),,1 TB,,,,2945,2024,A18 Pro,,,,,,,
CompAsia,iPhone,Pro,iPhone 16 Pro (eSIM),,256 GB,,,,2295,2024,A18 Pro,,,,,,,
CompAsia,iPhone,Pro,iPhone 16 Pro (eSIM),,512 GB,,,,2600,2024,A18 Pro,,,,,,,
CompAsia,iPhone,Pro Max,iPhone 16 Pro Max,,1 TB,,,,3675,2024,A18 Pro,,,,,,,
CompAsia,iPhone,Pro Max,iPhone 16 Pro Max,,256 GB,,,,3075,2024,A18 Pro,,,,,,,
CompAsia,iPhone,Pro Max,iPhone 16 Pro Max,,512 GB,,,,3300,2024,A18 Pro,,,,,,,
CompAsia,iPhone,Pro Max,iPhone 16 Pro Max (eSIM),,1 TB,,,,3245,2024,A18 Pro,,,,,,,
CompAsia,iPhone,Pro Max,iPhone 16 Pro Max (eSIM),,256 GB,,,,2665,2024,A18 Pro,,,,,,,
CompAsia,iPhone,Pro Max,iPhone 16 Pro Max (eSIM),,512 GB,,,,2940,2024,A18 Pro,,,,,,,
CompAsia,iPhone,Standard,iPhone 17,,256 GB,,,,2135,2025,A19,,,,,,,
CompAsia,iPhone,Standard,iPhone 17,,512 GB,,,,2670,2025,A19,,,,,,,
CompAsia,iPhone,Pro,iPhone 17 Pro,,1 TB,,,,4100,2025,A19 Pro,,,,,,,
CompAsia,iPhone,Pro,iPhone 17 Pro,,256 GB,,,,3035,2025,A19 Pro,,,,,,,
CompAsia,iPhone,Pro,iPhone 17 Pro,,512 GB,,,,3570,2025,A19 Pro,,,,,,,
CompAsia,iPhone,Pro Max,iPhone 17 Pro Max,,1 TB,,,,4370,2025,A19 Pro,,,,,,,
CompAsia,iPhone,Pro Max,iPhone 17 Pro Max,,256 GB,,,,3300,2025,A19 Pro,,,,,,,
CompAsia,iPhone,Pro Max,iPhone 17 Pro Max,,2 TB,,,,5435,2025,A19 Pro,,,,,,,
CompAsia,iPhone,Pro Max,iPhone 17 Pro Max,,512 GB,,,,3835,2025,A19 Pro,,,,,,,
CompAsia,iPhone,Plus,iPhone 8 Plus,,128 GB,,,,150,2017,A11 Bionic,,,,,,,
CompAsia,iPhone,Plus,iPhone 8 Plus,,256 GB,,,,180,2017,A11 Bionic,,,,,,,
CompAsia,iPhone,Plus,iPhone 8 Plus,,64 GB,,,,120,2017,A11 Bionic,,,,,,,
CompAsia,iPhone,Air,iPhone Air,,1 TB,,,,3445,2025,A19 Pro,,,,,,,
CompAsia,iPhone,Air,iPhone Air,,256 GB,,,,2490,2025,A19 Pro,,,,,,,
CompAsia,iPhone,Air,iPhone Air,,512 GB,,,,2965,2025,A19 Pro,,,,,,,
CompAsia,iPhone,SE,iPhone SE (2020),,128 GB,,,,175,2020,A13 Bionic,,,,,,,
CompAsia,iPhone,SE,iPhone SE (2020),,256 GB,,,,200,2020,A13 Bionic,,,,,,,
CompAsia,iPhone,SE,iPhone SE (2020),,64 GB,,,,125,2020,A13 Bionic,,,,,,,
CompAsia,iPhone,SE,iPhone SE (2022),,128 GB,,,,325,2022,A15 Bionic,,,,,,,
CompAsia,iPhone,SE,iPhone SE (2022),,256 GB,,,,350,2022,A15 Bionic,,,,,,,
CompAsia,iPhone,SE,iPhone SE (2022),,64 GB,,,,275,2022,A15 Bionic,,,,,,,
CompAsia,iPhone,Standard,iPhone X,,256 GB,,,,185,2017,A11 Bionic,,,,,,,
CompAsia,iPhone,Standard,iPhone X,,64 GB,,,,130,2017,A11 Bionic,,,,,,,
CompAsia,iPhone,Standard,iPhone XR,,128 GB,,,,220,2018,A12 Bionic,,,,,,,
CompAsia,iPhone,Standard,iPhone XR,,256 GB,,,,270,2018,A12 Bionic,,,,,,,
CompAsia,iPhone,Standard,iPhone XR,,64 GB,,,,155,2018,A12 Bionic,,,,,,,
CompAsia,iPhone,Standard,iPhone XS,,256 GB,,,,255,2018,A12 Bionic,,,,,,,
CompAsia,iPhone,Standard,iPhone XS,,512 GB,,,,305,2018,A12 Bionic,,,,,,,
CompAsia,iPhone,Standard,iPhone XS,,64 GB,,,,205,2018,A12 Bionic,,,,,,,
CompAsia,iPhone,Standard,iPhone XS Max,,256 GB,,,,365,2018,A12 Bionic,,,,,,,
CompAsia,iPhone,Standard,iPhone XS Max,,512 GB,,,,390,2018,A12 Bionic,,,,,,,
CompAsia,iPhone,Standard,iPhone XS Max,,64 GB,,,,285,2018,A12 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone 11,,64 GB,,,,300,2019,A13 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone 11,,128 GB,,,,350,2019,A13 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone 11,,256 GB,,,,460,2019,A13 Bionic,,,,,,,
iTworld,iPhone,Pro,iPhone 11 Pro,,64 GB,,,,400,2019,A13 Bionic,,,,,,,
iTworld,iPhone,Pro,iPhone 11 Pro,,256 GB,,,,450,2019,A13 Bionic,,,,,,,
iTworld,iPhone,Pro,iPhone 11 Pro,,512 GB,,,,590,2019,A13 Bionic,,,,,,,
iTworld,iPhone,Pro Max,iPhone 11 Pro Max,,64 GB,,,,490,2019,A13 Bionic,,,,,,,
iTworld,iPhone,Pro Max,iPhone 11 Pro Max,,256 GB,,,,560,2019,A13 Bionic,,,,,,,
iTworld,iPhone,Pro Max,iPhone 11 Pro Max,,512 GB,,,,650,2019,A13 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone 12,,64 GB,,,,460,2020,A14 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone 12,,128 GB,,,,510,2020,A14 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone 12,,256 GB,,,,590,2020,A14 Bionic,,,,,,,
iTworld,iPhone,Mini,iPhone 12 Mini,,64 GB,,,,300,2020,A14 Bionic,,,,,,,
iTworld,iPhone,Mini,iPhone 12 Mini,,128 GB,,,,400,2020,A14 Bionic,,,,,,,
iTworld,iPhone,Mini,iPhone 12 Mini,,256 GB,,,,450,2020,A14 Bionic,,,,,,,
iTworld,iPhone,Pro,iPhone 12 Pro,,128 GB,,,,640,2020,A14 Bionic,,,,,,,
iTworld,iPhone,Pro,iPhone 12 Pro,,256 GB,,,,710,2020,A14 Bionic,,,,,,,
iTworld,iPhone,Pro,iPhone 12 Pro,,512 GB,,,,760,2020,A14 Bionic,,,,,,,
iTworld,iPhone,Pro Max,iPhone 12 Pro Max,,128 GB,,,,810,2020,A14 Bionic,,,,,,,
iTworld,iPhone,Pro Max,iPhone 12 Pro Max,,256 GB,,,,910,2020,A14 Bionic,,,,,,,
iTworld,iPhone,Pro Max,iPhone 12 Pro Max,,512 GB,,,,990,2020,A14 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone 13,,128 GB,,,,750,2021,A15 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone 13,,256 GB,,,,850,2021,A15 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone 13,,512 GB,,,,910,2021,A15 Bionic,,,,,,,
iTworld,iPhone,Mini,iPhone 13 Mini,,128 GB,,,,500,2021,A15 Bionic,,,,,,,
iTworld,iPhone,Mini,iPhone 13 Mini,,256 GB,,,,550,2021,A15 Bionic,,,,,,,
iTworld,iPhone,Mini,iPhone 13 Mini,,512 GB,,,,600,2021,A15 Bionic,,,,,,,
iTworld,iPhone,Pro,iPhone 13 Pro,,128 GB,,,,990,2021,A15 Bionic,,,,,,,
iTworld,iPhone,Pro,iPhone 13 Pro,,256 GB,,,,1060,2021,A15 Bionic,,,,,,,
iTworld,iPhone,Pro,iPhone 13 Pro,,512 GB,,,,1150,2021,A15 Bionic,,,,,,,
iTworld,iPhone,Pro,iPhone 13 Pro,,1 TB,,,,1260,2021,A15 Bionic,,,,,,,
iTworld,iPhone,Pro Max,iPhone 13 Pro Max,,128 GB,,,,1110,2021,A15 Bionic,,,,,,,
iTworld,iPhone,Pro Max,iPhone 13 Pro Max,,256 GB,,,,1290,2021,A15 Bionic,,,,,,,
iTworld,iPhone,Pro Max,iPhone 13 Pro Max,,512 GB,,,,1340,2021,A15 Bionic,,,,,,,
iTworld,iPhone,Pro Max,iPhone 13 Pro Max,,1 TB,,,,1460,2021,A15 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone 14,,128 GB,,,,850,2022,A15 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone 14,,256 GB,,,,950,2022,A15 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone 14,,512 GB,,,,1110,2022,A15 Bionic,,,,,,,
iTworld,iPhone,Plus,iPhone 14 Plus,,128 GB,,,,950,2022,A15 Bionic,,,,,,,
iTworld,iPhone,Plus,iPhone 14 Plus,,256 GB,,,,1050,2022,A15 Bionic,,,,,,,
iTworld,iPhone,Plus,iPhone 14 Plus,,512 GB,,,,1240,2022,A15 Bionic,,,,,,,
iTworld,iPhone,Pro,iPhone 14 Pro,,128 GB,,,,1340,2022,A16 Bionic,,,,,,,
iTworld,iPhone,Pro,iPhone 14 Pro,,256 GB,,,,1540,2022,A16 Bionic,,,,,,,
iTworld,iPhone,Pro,iPhone 14 Pro,,512 GB,,,,1610,2022,A16 Bionic,,,,,,,
iTworld,iPhone,Pro,iPhone 14 Pro,,1 TB,,,,1690,2022,A16 Bionic,,,,,,,
iTworld,iPhone,Pro Max,iPhone 14 Pro Max,,128 GB,,,,1590,2022,A16 Bionic,,,,,,,
iTworld,iPhone,Pro Max,iPhone 14 Pro Max,,256 GB,,,,1710,2022,A16 Bionic,,,,,,,
iTworld,iPhone,Pro Max,iPhone 14 Pro Max,,512 GB,,,,1850,2022,A16 Bionic,,,,,,,
iTworld,iPhone,Pro Max,iPhone 14 Pro Max,,1 TB,,,,1990,2022,A16 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone 15,,128 GB,,,,1300,2023,A16 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone 15,,256 GB,,,,1450,2023,A16 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone 15,,512 GB,,,,1600,2023,A16 Bionic,,,,,,,
iTworld,iPhone,Plus,iPhone 15 Plus,,128 GB,,,,1450,2023,A16 Bionic,,,,,,,
iTworld,iPhone,Plus,iPhone 15 Plus,,256 GB,,,,1600,2023,A16 Bionic,,,,,,,
iTworld,iPhone,Plus,iPhone 15 Plus,,512 GB,,,,1800,2023,A16 Bionic,,,,,,,
iTworld,iPhone,Pro,iPhone 15 Pro,,128 GB,,,,1740,2023,A17 Pro,,,,,,,
iTworld,iPhone,Pro,iPhone 15 Pro,,256 GB,,,,2010,2023,A17 Pro,,,,,,,
iTworld,iPhone,Pro,iPhone 15 Pro,,512 GB,,,,2140,2023,A17 Pro,,,,,,,
iTworld,iPhone,Pro,iPhone 15 Pro,,1 TB,,,,2360,2023,A17 Pro,,,,,,,
iTworld,iPhone,Pro Max,iPhone 15 Pro Max,,256 GB,,,,2210,2023,A17 Pro,,,,,,,
iTworld,iPhone,Pro Max,iPhone 15 Pro Max,,512 GB,,,,2440,2023,A17 Pro,,,,,,,
iTworld,iPhone,Pro Max,iPhone 15 Pro Max,,1 TB,,,,2660,2023,A17 Pro,,,,,,,
iTworld,iPhone,Standard,iPhone 16,,128 GB,,,,1800,2024,A18,,,,,,,
iTworld,iPhone,Standard,iPhone 16,,256 GB,,,,1980,2024,A18,,,,,,,
iTworld,iPhone,Standard,iPhone 16,,512 GB,,,,2180,2024,A18,,,,,,,
iTworld,iPhone,Plus,iPhone 16 Plus,,128 GB,,,,2090,2024,A18,,,,,,,
iTworld,iPhone,Plus,iPhone 16 Plus,,256 GB,,,,2250,2024,A18,,,,,,,
iTworld,iPhone,Plus,iPhone 16 Plus,,512 GB,,,,2500,2024,A18,,,,,,,
iTworld,iPhone,Pro,iPhone 16 Pro,,128 GB,,,,2310,2024,A18 Pro,,,,,,,
iTworld,iPhone,Pro,iPhone 16 Pro,,256 GB,,,,2540,2024,A18 Pro,,,,,,,
iTworld,iPhone,Pro,iPhone 16 Pro,,512 GB,,,,2700,2024,A18 Pro,,,,,,,
iTworld,iPhone,Pro,iPhone 16 Pro,,1 TB,,,,2900,2024,A18 Pro,,,,,,,
iTworld,iPhone,Pro Max,iPhone 16 Pro Max,,256 GB,,,,3010,2024,A18 Pro,,,,,,,
iTworld,iPhone,Pro Max,iPhone 16 Pro Max,,512 GB,,,,3200,2024,A18 Pro,,,,,,,
iTworld,iPhone,Pro Max,iPhone 16 Pro Max,,1 TB,,,,3500,2024,A18 Pro,,,,,,,
iTworld,iPhone,Standard,iPhone 16e,,128 GB,,,,1050,2025,A18,,,,,,,
iTworld,iPhone,Standard,iPhone 16e,,256 GB,,,,1200,2025,A18,,,,,,,
iTworld,iPhone,Standard,iPhone 16e,,512 GB,,,,1500,2025,A18,,,,,,,
iTworld,iPhone,Standard,iPhone 17,,256 GB,,,,2290,2025,A19,,,,,,,
iTworld,iPhone,Standard,iPhone 17,,512 GB,,,,2700,2025,A19,,,,,,,
iTworld,iPhone,Pro,iPhone 17 Pro,,256 GB,,,,3190,2025,A19 Pro,,,,,,,
iTworld,iPhone,Pro,iPhone 17 Pro,,512 GB,,,,3600,2025,A19 Pro,,,,,,,
iTworld,iPhone,Pro,iPhone 17 Pro,,1 TB,,,,4150,2025,A19 Pro,,,,,,,
iTworld,iPhone,Pro Max,iPhone 17 Pro Max,,256 GB,,,,3500,2025,A19 Pro,,,,,,,
iTworld,iPhone,Pro Max,iPhone 17 Pro Max,,512 GB,,,,4130,2025,A19 Pro,,,,,,,
iTworld,iPhone,Pro Max,iPhone 17 Pro Max,,1 TB,,,,4800,2025,A19 Pro,,,,,,,
iTworld,iPhone,Pro Max,iPhone 17 Pro Max,,2 TB,,,,6010,2025,A19 Pro,,,,,,,
iTworld,iPhone,Standard,iPhone 5s,,16 GB,,,,5,2013,A7,,,,,,,
iTworld,iPhone,Standard,iPhone 5s,,32 GB,,,,5,2013,A7,,,,,,,
iTworld,iPhone,Standard,iPhone 5s,,64 GB,,,,5,2013,A7,,,,,,,
iTworld,iPhone,Standard,iPhone 6,,16 GB,,,,5,2014,A8,,,,,,,
iTworld,iPhone,Standard,iPhone 6,,32 GB,,,,5,2014,A8,,,,,,,
iTworld,iPhone,Standard,iPhone 6,,64 GB,,,,5,2014,A8,,,,,,,
iTworld,iPhone,Standard,iPhone 6,,128 GB,,,,5,2014,A8,,,,,,,
iTworld,iPhone,Plus,iPhone 6 Plus,,16 GB,,,,10,2014,A8,,,,,,,
iTworld,iPhone,Plus,iPhone 6 Plus,,64 GB,,,,10,2014,A8,,,,,,,
iTworld,iPhone,Plus,iPhone 6 Plus,,128 GB,,,,10,2014,A8,,,,,,,
iTworld,iPhone,Standard,iPhone 6s,,16 GB,,,,10,2015,A9,,,,,,,
iTworld,iPhone,Standard,iPhone 6s,,32 GB,,,,10,2015,A9,,,,,,,
iTworld,iPhone,Standard,iPhone 6s,,64 GB,,,,10,2015,A9,,,,,,,
iTworld,iPhone,Standard,iPhone 6s,,128 GB,,,,10,2015,A9,,,,,,,
iTworld,iPhone,Plus,iPhone 6s Plus,,16 GB,,,,20,2015,A9,,,,,,,
iTworld,iPhone,Plus,iPhone 6s Plus,,32 GB,,,,20,2015,A9,,,,,,,
iTworld,iPhone,Plus,iPhone 6s Plus,,64 GB,,,,20,2015,A9,,,,,,,
iTworld,iPhone,Plus,iPhone 6s Plus,,128 GB,,,,20,2015,A9,,,,,,,
iTworld,iPhone,Standard,iPhone 7,,32 GB,,,,50,2016,A10 Fusion,,,,,,,
iTworld,iPhone,Standard,iPhone 7,,128 GB,,,,70,2016,A10 Fusion,,,,,,,
iTworld,iPhone,Standard,iPhone 7,,256 GB,,,,90,2016,A10 Fusion,,,,,,,
iTworld,iPhone,Plus,iPhone 7 Plus,,32 GB,,,,80,2016,A10 Fusion,,,,,,,
iTworld,iPhone,Plus,iPhone 7 Plus,,128 GB,,,,110,2016,A10 Fusion,,,,,,,
iTworld,iPhone,Plus,iPhone 7 Plus,,256 GB,,,,140,2016,A10 Fusion,,,,,,,
iTworld,iPhone,Standard,iPhone 8,,64 GB,,,,120,2017,A11 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone 8,,128 GB,,,,140,2017,A11 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone 8,,256 GB,,,,180,2017,A11 Bionic,,,,,,,
iTworld,iPhone,Plus,iPhone 8 Plus,,64 GB,,,,130,2017,A11 Bionic,,,,,,,
iTworld,iPhone,Plus,iPhone 8 Plus,,128 GB,,,,160,2017,A11 Bionic,,,,,,,
iTworld,iPhone,Plus,iPhone 8 Plus,,256 GB,,,,190,2017,A11 Bionic,,,,,,,
iTworld,iPhone,Air,iPhone Air,,256 GB,,,,2200,2025,A19 Pro,,,,,,,
iTworld,iPhone,Air,iPhone Air,,512 GB,,,,2400,2025,A19 Pro,,,,,,,
iTworld,iPhone,Air,iPhone Air,,1 TB,,,,2800,2025,A19 Pro,,,,,,,
iTworld,iPhone,SE,iPhone SE (2016),,16 GB,,,,5,2016,A9,,,,,,,
iTworld,iPhone,SE,iPhone SE (2016),,32 GB,,,,5,2016,A9,,,,,,,
iTworld,iPhone,SE,iPhone SE (2016),,64 GB,,,,5,2016,A9,,,,,,,
iTworld,iPhone,SE,iPhone SE (2016),,128 GB,,,,5,2016,A9,,,,,,,
iTworld,iPhone,SE,iPhone SE (2020),,64 GB,,,,120,2020,A13 Bionic,,,,,,,
iTworld,iPhone,SE,iPhone SE (2020),,128 GB,,,,170,2020,A13 Bionic,,,,,,,
iTworld,iPhone,SE,iPhone SE (2020),,256 GB,,,,220,2020,A13 Bionic,,,,,,,
iTworld,iPhone,SE,iPhone SE (2022),,64 GB,,,,170,2022,A15 Bionic,,,,,,,
iTworld,iPhone,SE,iPhone SE (2022),,128 GB,,,,220,2022,A15 Bionic,,,,,,,
iTworld,iPhone,SE,iPhone SE (2022),,256 GB,,,,270,2022,A15 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone X,,64 GB,,,,140,2017,A11 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone X,,256 GB,,,,190,2017,A11 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone XR,,64 GB,,,,160,2018,A12 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone XR,,128 GB,,,,230,2018,A12 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone XR,,256 GB,,,,280,2018,A12 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone XS,,64 GB,,,,210,2018,A12 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone XS,,256 GB,,,,260,2018,A12 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone XS,,512 GB,,,,310,2018,A12 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone XS Max,,64 GB,,,,290,2018,A12 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone XS Max,,256 GB,,,,370,2018,A12 Bionic,,,,,,,
iTworld,iPhone,Standard,iPhone XS Max,,512 GB,,,,400,2018,A12 Bionic,,,,,,,
Machines,iPhone,SE,iPhone SE (2020),,64 GB,,,,125,2020,A13 Bionic,,,,,,,
Machines,iPhone,SE,iPhone SE (2020),,128 GB,,,,175,2020,A13 Bionic,,,,,,,
Machines,iPhone,SE,iPhone SE (2020),,256 GB,,,,200,2020,A13 Bionic,,,,,,,
Machines,iPhone,SE,iPhone SE (2022),,64 GB,,,,275,2022,A15 Bionic,,,,,,,
Machines,iPhone,SE,iPhone SE (2022),,128 GB,,,,325,2022,A15 Bionic,,,,,,,
Machines,iPhone,SE,iPhone SE (2022),,256 GB,,,,350,2022,A15 Bionic,,,,,,,
Machines,iPhone,Plus,iPhone 8 Plus,,64 GB,,,,120,2017,A11 Bionic,,,,,,,
Machines,iPhone,Plus,iPhone 8 Plus,,128 GB,,,,150,2017,A11 Bionic,,,,,,,
Machines,iPhone,Plus,iPhone 8 Plus,,256 GB,,,,180,2017,A11 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone X,,64 GB,,,,130,2017,A11 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone X,,256 GB,,,,185,2017,A11 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone XR,,64 GB,,,,155,2018,A12 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone XR,,128 GB,,,,220,2018,A12 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone XR,,256 GB,,,,270,2018,A12 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone XS,,64 GB,,,,205,2018,A12 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone XS,,256 GB,,,,255,2018,A12 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone XS,,512 GB,,,,305,2018,A12 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone XS Max,,64 GB,,,,285,2018,A12 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone XS Max,,256 GB,,,,365,2018,A12 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone XS Max,,512 GB,,,,390,2018,A12 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone 11,,64 GB,,,,340,2019,A13 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone 11,,128 GB,,,,390,2019,A13 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone 11,,256 GB,,,,450,2019,A13 Bionic,,,,,,,
Machines,iPhone,Pro,iPhone 11 Pro,,64 GB,,,,415,2019,A13 Bionic,,,,,,,
Machines,iPhone,Pro,iPhone 11 Pro,,256 GB,,,,490,2019,A13 Bionic,,,,,,,
Machines,iPhone,Pro,iPhone 11 Pro,,512 GB,,,,575,2019,A13 Bionic,,,,,,,
Machines,iPhone,Pro Max,iPhone 11 Pro Max,,64 GB,,,,475,2019,A13 Bionic,,,,,,,
Machines,iPhone,Pro Max,iPhone 11 Pro Max,,256 GB,,,,550,2019,A13 Bionic,,,,,,,
Machines,iPhone,Pro Max,iPhone 11 Pro Max,,512 GB,,,,625,2019,A13 Bionic,,,,,,,
Machines,iPhone,Mini,iPhone 12 Mini,,64 GB,,,,300,2020,A14 Bionic,,,,,,,
Machines,iPhone,Mini,iPhone 12 Mini,,128 GB,,,,375,2020,A14 Bionic,,,,,,,
Machines,iPhone,Mini,iPhone 12 Mini,,256 GB,,,,400,2020,A14 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone 12,,64 GB,,,,450,2020,A14 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone 12,,128 GB,,,,500,2020,A14 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone 12,,256 GB,,,,575,2020,A14 Bionic,,,,,,,
Machines,iPhone,Pro,iPhone 12 Pro,,128 GB,,,,625,2020,A14 Bionic,,,,,,,
Machines,iPhone,Pro,iPhone 12 Pro,,256 GB,,,,700,2020,A14 Bionic,,,,,,,
Machines,iPhone,Pro,iPhone 12 Pro,,512 GB,,,,750,2020,A14 Bionic,,,,,,,
Machines,iPhone,Pro Max,iPhone 12 Pro Max,,128 GB,,,,800,2020,A14 Bionic,,,,,,,
Machines,iPhone,Pro Max,iPhone 12 Pro Max,,256 GB,,,,900,2020,A14 Bionic,,,,,,,
Machines,iPhone,Pro Max,iPhone 12 Pro Max,,512 GB,,,,975,2020,A14 Bionic,,,,,,,
Machines,iPhone,Mini,iPhone 13 Mini,,128 GB,,,,550,2021,A15 Bionic,,,,,,,
Machines,iPhone,Mini,iPhone 13 Mini,,256 GB,,,,600,2021,A15 Bionic,,,,,,,
Machines,iPhone,Mini,iPhone 13 Mini,,512 GB,,,,675,2021,A15 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone 13,,128 GB,,,,740,2021,A15 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone 13,,256 GB,,,,840,2021,A15 Bionic,,,,,,,
Machines,iPhone,Standard,iPhone 13,,512 GB,,,,900,2021,A15 Bionic,,,,,,,
Machines,iPhone,Pro,iPhone 13 Pro,,128 GB,,,,975,2021,A15 Bionic,,,,,,,
Machines,iPhone,Pro,iPhone 13 Pro,,256 GB,,,,1050,2021,A15 Bionic,,,,,,,
Machines,iPhone,Pro,iPhone 13 Pro,,512 GB,,,,1140,2021,A15 Bionic,,,,,,,
Machines,iPhone,Pro,iPhone 13 Pro,,1 TB,,,,1250,2021,A15 Bionic,,,,,,,
Machines,iPhone,Pro Max,iPhone 13 Pro Max,,128 GB,,,,1100,2021,A15 Bionic,,,,,,,
Machines,iPhone,Pro Max,iPhone 13 Pro Max,,256 GB,,,,1275,2021,A15 Bionic,,,,,,,
Machines,iPhone,Pro Max,iPhone 13 Pro Max,,512 GB,,,,1325,2021,A15 Bionic,,,,,,,
Machines,iPhone,Pro Max,iPhone 13 Pro Max,,1 TB,,,,1450,2021,A15 Bionic,,,,,,,
